"","SourceFiscalYear","AccountDSI","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","BudgetSubActivity","BudgetSubActivityTitle","Classified","FiscalYear","OriginType","PBtotal","PBtype"
"609",2013,"1453N","Military Personnel, Navy","","","Less Reimbursables","","Less Reimbursables","U",2012,"OCO",NA,0
"610",2013,"1000N","MEDICARE - Retiree Health Care Contribution , N","NAVY","01","Pay and Allowances of Officers","300","Navy","U",2012,"OCO",NA,0
"611",2013,"1000N","MEDICARE - Retiree Health Care Contribution , N","NAVY","02","Pay and Allowances of Enlisted","300","Navy","U",2012,"OCO",NA,0
"612",2013,"1105N","Military Personnel, Marine Corps","NAVY","01","Pay and Allowances of Officers","5","Basic Pay ","U",2012,"OCO",NA,72112
"613",2013,"1105N","Military Personnel, Marine Corps","NAVY","01","Pay and Allowances of Officers","10","Retired Pay Accrual ","U",2012,"OCO",NA,17523
"614",2013,"1105N","Military Personnel, Marine Corps","NAVY","01","Pay and Allowances of Officers","25","Basic Allowance For Housing ","U",2012,"OCO",NA,28784
"615",2013,"1105N","Military Personnel, Marine Corps","NAVY","01","Pay and Allowances of Officers","30","Basic Allowance For Subsistence ","U",2012,"OCO",NA,2370
"616",2013,"1105N","Military Personnel, Marine Corps","NAVY","01","Pay and Allowances of Officers","35","Incentive Pays     ","U",2012,"OCO",NA,0
"617",2013,"1105N","Military Personnel, Marine Corps","NAVY","01","Pay and Allowances of Officers","40","Special Pays       ","U",2012,"OCO",NA,10777
"618",2013,"1105N","Military Personnel, Marine Corps","NAVY","01","Pay and Allowances of Officers","45","Allowances          ","U",2012,"OCO",NA,6872
"619",2013,"1105N","Military Personnel, Marine Corps","NAVY","01","Pay and Allowances of Officers","50","Separation Pay      ","U",2012,"OCO",NA,2494
"620",2013,"1105N","Military Personnel, Marine Corps","NAVY","01","Pay and Allowances of Officers","55","Social Security Tax  ","U",2012,"OCO",NA,5517
"621",2013,"1105N","Military Personnel, Marine Corps","NAVY","02","Pay and Allowances of Enlisted","60","Basic Pay ","U",2012,"OCO",NA,150236
"622",2013,"1105N","Military Personnel, Marine Corps","NAVY","02","Pay and Allowances of Enlisted","65","Retired Pay Accrual ","U",2012,"OCO",NA,36507
"623",2013,"1105N","Military Personnel, Marine Corps","NAVY","02","Pay and Allowances of Enlisted","80","Basic Allowance for Housing","U",2012,"OCO",NA,86738
"624",2013,"1105N","Military Personnel, Marine Corps","NAVY","02","Pay and Allowances of Enlisted","85","Incentive Pays     ","U",2012,"OCO",NA,0
"625",2013,"1105N","Military Personnel, Marine Corps","NAVY","02","Pay and Allowances of Enlisted","90","Special Pays       ","U",2012,"OCO",NA,76197
"626",2013,"1105N","Military Personnel, Marine Corps","NAVY","02","Pay and Allowances of Enlisted","95","Allowances         ","U",2012,"OCO",NA,30655
"627",2013,"1105N","Military Personnel, Marine Corps","NAVY","02","Pay and Allowances of Enlisted","100","Separation Pay     ","U",2012,"OCO",NA,6500
"628",2013,"1105N","Military Personnel, Marine Corps","NAVY","02","Pay and Allowances of Enlisted","105","Social Security Tax   ","U",2012,"OCO",NA,11493
"629",2013,"1105N","Military Personnel, Marine Corps","NAVY","04","Subsistence of Enlisted Personnel","115","Basic Allowance for Subsistence","U",2012,"OCO",NA,18613
"630",2013,"1105N","Military Personnel, Marine Corps","NAVY","04","Subsistence of Enlisted Personnel","120","Subsistence-In-Kind ","U",2012,"OCO",NA,0
"631",2013,"1105N","Military Personnel, Marine Corps","NAVY","04","Subsistence of Enlisted Personnel","121","Family Subsistence Supplemental Allowance ","U",2012,"OCO",NA,0
"632",2013,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change of Station Travel","125","Accession Travel ","U",2012,"OCO",NA,0
"633",2013,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change of Station Travel","130","Training Travel ","U",2012,"OCO",NA,0
"634",2013,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change of Station Travel","135","Operational Travel  ","U",2012,"OCO",NA,0
"635",2013,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change of Station Travel","140","Rotational Travel  ","U",2012,"OCO",NA,14810
"636",2013,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change of Station Travel","145","Separation Travel ","U",2012,"OCO",NA,0
"637",2013,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change of Station Travel","150","Travel of Organized Units","U",2012,"OCO",NA,0
"638",2013,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change of Station Travel","155","Non-Temporary Storage ","U",2012,"OCO",NA,0
"639",2013,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change of Station Travel","160","Temporary Lodging Expense ","U",2012,"OCO",NA,0
"640",2013,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change of Station Travel","165","Other ","U",2012,"OCO",NA,0
"641",2013,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","170","Apprehension of Military Deserters","U",2012,"OCO",NA,0
"642",2013,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","175","Interest on Uniformed Services Savings","U",2012,"OCO",NA,0
"643",2013,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","180","Death Gratuities ","U",2012,"OCO",NA,12900
"644",2013,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","185","Unemployment Benefits ","U",2012,"OCO",NA,32297
"645",2013,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","195","Education Benefits ","U",2012,"OCO",NA,0
"646",2013,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","200","Adoption Expenses ","U",2012,"OCO",NA,0
"647",2013,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","210","Transportation Subsidy ","U",2012,"OCO",NA,0
"648",2013,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","215","Partial Dislocation Allowance ","U",2012,"OCO",NA,0
"649",2013,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","216","SGLI Extra Hazard Payments","U",2012,"OCO",NA,35243
"650",2013,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","218","Junior R.O.T.C","U",2012,"OCO",NA,0
"651",2013,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","221","Stop-Loss Retroactive Payments","U",2012,"OCO",NA,0
"652",2013,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","228","Preventive Health Allowance Demonstration Project","U",2012,"OCO",NA,0
"653",2013,"1105N","Military Personnel, Marine Corps","","","Less Reimbursables","","Less Reimbursables","U",2012,"OCO",NA,0
"654",2013,"1001N","MEDICARE - Retiree Health Care Contribution ,MC","NAVY","01","Pay and Allowances of Officers","300","Marine Corps","U",2012,"OCO",NA,0
"655",2013,"1001N","MEDICARE - Retiree Health Care Contribution ,MC","NAVY","02","Pay and Allowances of Enlisted","300","Marine Corps","U",2012,"OCO",NA,0
"656",2013,"1405N","Reserve Personnel, Navy","NAVY","01","Reserve Component Training and Support","10","Pay Group A Training  (15 Days & Drills 24/48)","U",2012,"OCO",NA,0
"657",2013,"1405N","Reserve Personnel, Navy","NAVY","01","Reserve Component Training and Support","20","Pay Group B Training  (Backfill For Active Duty)","U",2012,"OCO",NA,0
"658",2013,"1405N","Reserve Personnel, Navy","NAVY","01","Reserve Component Training and Support","30","Pay Group F Training  (Recruits)","U",2012,"OCO",NA,0
"659",2013,"1405N","Reserve Personnel, Navy","NAVY","01","Reserve Component Training and Support","60","Mobilization Training","U",2012,"OCO",NA,0
"660",2013,"1405N","Reserve Personnel, Navy","NAVY","01","Reserve Component Training and Support","70","School Training","U",2012,"OCO",NA,4144
"661",2013,"1405N","Reserve Personnel, Navy","NAVY","01","Reserve Component Training and Support","80","Special Training","U",2012,"OCO",NA,37249
"662",2013,"1405N","Reserve Personnel, Navy","NAVY","01","Reserve Component Training and Support","90","Administration and Support","U",2012,"OCO",NA,2586
"663",2013,"1405N","Reserve Personnel, Navy","NAVY","01","Reserve Component Training and Support","100","Education Benefits","U",2012,"OCO",NA,0
"664",2013,"1405N","Reserve Personnel, Navy","NAVY","01","Reserve Component Training and Support","120","Health Profession Scholarship","U",2012,"OCO",NA,0
"665",2013,"1002N","MEDICARE - Retiree Health Care Contribution , N RES","NAVY","01","Unit & Individual Training","300","Reserve Personnel, Navy","U",2012,"OCO",NA,0
"666",2013,"1108N","Reserve Personnel, Marine Corps","NAVY","01","Reserve Component Training and Support","10","Pay Group A Training  (15 Days & Drills 24/48)","U",2012,"OCO",NA,0
"667",2013,"1108N","Reserve Personnel, Marine Corps","NAVY","01","Reserve Component Training and Support","20","Pay Group B Training  (Backfill For Act Duty)","U",2012,"OCO",NA,0
"668",2013,"1108N","Reserve Personnel, Marine Corps","NAVY","01","Reserve Component Training and Support","30","Pay Group F Training  (Recruits)","U",2012,"OCO",NA,0
"669",2013,"1108N","Reserve Personnel, Marine Corps","NAVY","01","Reserve Component Training and Support","60","Mobilization Training","U",2012,"OCO",NA,0
"670",2013,"1108N","Reserve Personnel, Marine Corps","NAVY","01","Reserve Component Training and Support","70","School Training","U",2012,"OCO",NA,5582
"671",2013,"1108N","Reserve Personnel, Marine Corps","NAVY","01","Reserve Component Training and Support","80","Special Training","U",2012,"OCO",NA,17369
"672",2013,"1108N","Reserve Personnel, Marine Corps","NAVY","01","Reserve Component Training and Support","90","Administration and Support","U",2012,"OCO",NA,373
"673",2013,"1108N","Reserve Personnel, Marine Corps","NAVY","01","Reserve Component Training and Support","95","Platoon Leader Class","U",2012,"OCO",NA,0
"674",2013,"1108N","Reserve Personnel, Marine Corps","NAVY","01","Reserve Component Training and Support","100","Education Benefits","U",2012,"OCO",NA,0
"675",2013,"1003N","MEDICARE - Retiree Health Care Contribution , MC RES","NAVY","01","Unit & Individual Training","300","Reserve Personnel, Marine Corps","U",2012,"OCO",NA,0
"676",2013,"3500F","Military Personnel, Air Force","AF","01","Pay and Allowances of Officers","5","Basic Pay ","U",2012,"OCO",NA,209854
"677",2013,"3500F","Military Personnel, Air Force","AF","01","Pay and Allowances of Officers","10","Retired Pay Accrual ","U",2012,"OCO",NA,51094
"678",2013,"3500F","Military Personnel, Air Force","AF","01","Pay and Allowances of Officers","25","Basic Allowance for Housing","U",2012,"OCO",NA,62665
"679",2013,"3500F","Military Personnel, Air Force","AF","01","Pay and Allowances of Officers","30","Basic Allowance for Subsistence","U",2012,"OCO",NA,7104
"680",2013,"3500F","Military Personnel, Air Force","AF","01","Pay and Allowances of Officers","35","Incentive Pays     ","U",2012,"OCO",NA,0
"681",2013,"3500F","Military Personnel, Air Force","AF","01","Pay and Allowances of Officers","40","Special Pays       ","U",2012,"OCO",NA,19628
"682",2013,"3500F","Military Personnel, Air Force","AF","01","Pay and Allowances of Officers","45","Allowances          ","U",2012,"OCO",NA,9953
"683",2013,"3500F","Military Personnel, Air Force","AF","01","Pay and Allowances of Officers","50","Separation Pay      ","U",2012,"OCO",NA,0
"684",2013,"3500F","Military Personnel, Air Force","AF","01","Pay and Allowances of Officers","55","Social Security Tax  ","U",2012,"OCO",NA,16050
"685",2013,"3500F","Military Personnel, Air Force","AF","02","Pay and Allowances of Enlisted","60","Basic Pay ","U",2012,"OCO",NA,407803
"686",2013,"3500F","Military Personnel, Air Force","AF","02","Pay and Allowances of Enlisted","65","Retired Pay Accrual ","U",2012,"OCO",NA,99251
"687",2013,"3500F","Military Personnel, Air Force","AF","02","Pay and Allowances of Enlisted","80","Basic Allowance for Housing","U",2012,"OCO",NA,229714
"688",2013,"3500F","Military Personnel, Air Force","AF","02","Pay and Allowances of Enlisted","85","Incentive Pays     ","U",2012,"OCO",NA,0
"689",2013,"3500F","Military Personnel, Air Force","AF","02","Pay and Allowances of Enlisted","90","Special Pays       ","U",2012,"OCO",NA,77723
"690",2013,"3500F","Military Personnel, Air Force","AF","02","Pay and Allowances of Enlisted","95","Allowances         ","U",2012,"OCO",NA,27568
"691",2013,"3500F","Military Personnel, Air Force","AF","02","Pay and Allowances of Enlisted","100","Separation Pay     ","U",2012,"OCO",NA,0
"692",2013,"3500F","Military Personnel, Air Force","AF","02","Pay and Allowances of Enlisted","105","Social Security Tax   ","U",2012,"OCO",NA,31197
"693",2013,"3500F","Military Personnel, Air Force","AF","03","Pay and Allowances of Cadets/Midshipmen","110","Academy Cadets ","U",2012,"OCO",NA,0
"694",2013,"3500F","Military Personnel, Air Force","AF","04","Subsistence of Enlisted Personnel","115","Basic Allowance for Subsistence","U",2012,"OCO",NA,43311
"695",2013,"3500F","Military Personnel, Air Force","AF","04","Subsistence of Enlisted Personnel","120","Subsistence-In-Kind ","U",2012,"OCO",NA,72160
"696",2013,"3500F","Military Personnel, Air Force","AF","04","Subsistence of Enlisted Personnel","121","Family Subsistence Supplemental Allowance ","U",2012,"OCO",NA,0
"697",2013,"3500F","Military Personnel, Air Force","AF","05","Permanent Change of Station Travel","125","Accession Travel ","U",2012,"OCO",NA,0
"698",2013,"3500F","Military Personnel, Air Force","AF","05","Permanent Change of Station Travel","130","Training Travel ","U",2012,"OCO",NA,0
"699",2013,"3500F","Military Personnel, Air Force","AF","05","Permanent Change of Station Travel","135","Operational Travel  ","U",2012,"OCO",NA,6096
"700",2013,"3500F","Military Personnel, Air Force","AF","05","Permanent Change of Station Travel","140","Rotational Travel  ","U",2012,"OCO",NA,0
"701",2013,"3500F","Military Personnel, Air Force","AF","05","Permanent Change of Station Travel","145","Separation Travel ","U",2012,"OCO",NA,0
"702",2013,"3500F","Military Personnel, Air Force","AF","05","Permanent Change of Station Travel","150","Travel of Organized Units","U",2012,"OCO",NA,0
"703",2013,"3500F","Military Personnel, Air Force","AF","05","Permanent Change of Station Travel","155","Non-Temporary Storage ","U",2012,"OCO",NA,0
"704",2013,"3500F","Military Personnel, Air Force","AF","05","Permanent Change of Station Travel","160","Temporary Lodging Expense ","U",2012,"OCO",NA,0
"705",2013,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","170","Apprehension of Military Deserters","U",2012,"OCO",NA,0
"706",2013,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","175","Interest on Uniformed Services Savings","U",2012,"OCO",NA,0
"707",2013,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","180","Death Gratuities ","U",2012,"OCO",NA,2000
"708",2013,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","185","Unemployment Benefits ","U",2012,"OCO",NA,28304
"709",2013,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","190","Survivor Benefits ","U",2012,"OCO",NA,0
