"","AccountDSI","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","BudgetSubActivity","BudgetSubActivityTitle","IncludeInTOA","IncludeInTOA","Classified","variable","value"
"686","3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training and Support","080","Special Training","Y","Y","U","FY.2016.Base.Enacted","199620"
"687","3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training and Support","090","Administration and Support","Y","Y","U","FY.2016.Base.Enacted","439536"
"688","3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training and Support","100","Education Benefits","Y","Y","U","FY.2016.Base.Enacted","13248"
"689","3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training and Support","120","Health Profession Scholarship","Y","Y","U","FY.2016.Base.Enacted","58952"
"690","3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training and Support","130","Other Programs (Admin & Support)","Y","Y","U","FY.2016.Base.Enacted","5030"
"691","1008F","MEDICARE - Retiree Health Care Contribution, AF RES","AF","01","Health Care Contribution - Reserve Component","300","Reserve Personnel, Air Force","Y","Y","U","FY.2016.Base.Enacted","117541"
"692","3850F","National Guard Personnel, Air Force","AF","01","Reserve Component Training and Support","010","Pay Group A Training  (15 Days & Drills 24/48)","Y","Y","U","FY.2016.Base.Enacted","900442"
"693","3850F","National Guard Personnel, Air Force","AF","01","Reserve Component Training and Support","030","Pay Group F Training  (Recruits)","Y","Y","U","FY.2016.Base.Enacted","105653"
"694","3850F","National Guard Personnel, Air Force","AF","01","Reserve Component Training and Support","040","Pay Group P Training  (Pipeline Recruits)","Y","Y","U","FY.2016.Base.Enacted","8596"
"695","3850F","National Guard Personnel, Air Force","AF","01","Reserve Component Training and Support","070","School Training","Y","Y","U","FY.2016.Base.Enacted","349988"
"696","3850F","National Guard Personnel, Air Force","AF","01","Reserve Component Training and Support","080","Special Training","Y","Y","U","FY.2016.Base.Enacted","165211"
"697","3850F","National Guard Personnel, Air Force","AF","01","Reserve Component Training and Support","090","Administration and Support","Y","Y","U","FY.2016.Base.Enacted","1657197"
"698","3850F","National Guard Personnel, Air Force","AF","01","Reserve Component Training and Support","100","Education Benefits","Y","Y","U","FY.2016.Base.Enacted","14803"
"699","1009F","MEDICARE - Retiree Health Care Contribution, AF GUARD","AF","01","Health Care Contribution - Reserve Component","300","National Guard Personnel, Air Force","Y","Y","U","FY.2016.Base.Enacted","203847"
"700","2010A","Military Personnel, Army","ARMY","01","Pay and Allowances of Officers","005","Basic Pay","Y","Y","U","FY.2016.OCO.Enacted","270743"
"701","2010A","Military Personnel, Army","ARMY","01","Pay and Allowances of Officers","010","Retired Pay Accrual","Y","Y","U","FY.2016.OCO.Enacted","62271"
"702","2010A","Military Personnel, Army","ARMY","01","Pay and Allowances of Officers","025","Basic Allowance for Housing","Y","Y","U","FY.2016.OCO.Enacted","103968"
"703","2010A","Military Personnel, Army","ARMY","01","Pay and Allowances of Officers","030","Basic Allowance for Subsistence","Y","Y","U","FY.2016.OCO.Enacted","10586"
"704","2010A","Military Personnel, Army","ARMY","01","Pay and Allowances of Officers","035","Incentive Pays","Y","Y","U","FY.2016.OCO.Enacted","2140"
"705","2010A","Military Personnel, Army","ARMY","01","Pay and Allowances of Officers","040","Special Pays","Y","Y","U","FY.2016.OCO.Enacted","15614"
"706","2010A","Military Personnel, Army","ARMY","01","Pay and Allowances of Officers","045","Allowances","Y","Y","U","FY.2016.OCO.Enacted","10485"
"707","2010A","Military Personnel, Army","ARMY","01","Pay and Allowances of Officers","050","Separation Pay","Y","Y","U","FY.2016.OCO.Enacted","3858"
"708","2010A","Military Personnel, Army","ARMY","01","Pay and Allowances of Officers","055","Social Security Tax","Y","Y","U","FY.2016.OCO.Enacted","20712"
"709","2010A","Military Personnel, Army","ARMY","02","Pay and Allowances of Enlisted","060","Basic Pay","Y","Y","U","FY.2016.OCO.Enacted","460476"
"710","2010A","Military Personnel, Army","ARMY","02","Pay and Allowances of Enlisted","065","Retired Pay Accrual","Y","Y","U","FY.2016.OCO.Enacted","105909"
"711","2010A","Military Personnel, Army","ARMY","02","Pay and Allowances of Enlisted","080","Basic Allowance for Housing","Y","Y","U","FY.2016.OCO.Enacted","217370"
"712","2010A","Military Personnel, Army","ARMY","02","Pay and Allowances of Enlisted","085","Incentive Pays","Y","Y","U","FY.2016.OCO.Enacted","1071"
"713","2010A","Military Personnel, Army","ARMY","02","Pay and Allowances of Enlisted","090","Special Pays","Y","Y","U","FY.2016.OCO.Enacted","60785"
"714","2010A","Military Personnel, Army","ARMY","02","Pay and Allowances of Enlisted","095","Allowances","Y","Y","U","FY.2016.OCO.Enacted","44077"
"715","2010A","Military Personnel, Army","ARMY","02","Pay and Allowances of Enlisted","100","Separation Pay","Y","Y","U","FY.2016.OCO.Enacted","7500"
"716","2010A","Military Personnel, Army","ARMY","02","Pay and Allowances of Enlisted","105","Social Security Tax","Y","Y","U","FY.2016.OCO.Enacted","35226"
"717","2010A","Military Personnel, Army","ARMY","03","Pay And Allowances Of Cadets","110","Academy Cadets","Y","Y","U","FY.2016.OCO.Enacted","0"
"718","2010A","Military Personnel, Army","ARMY","04","Subsistence of Enlisted Personnel","115","Basic Allowance for Subsistence","Y","Y","U","FY.2016.OCO.Enacted","87006"
"719","2010A","Military Personnel, Army","ARMY","04","Subsistence of Enlisted Personnel","120","Subsistence-In-Kind","Y","Y","U","FY.2016.OCO.Enacted","171697"
"720","2010A","Military Personnel, Army","ARMY","04","Subsistence of Enlisted Personnel","121","Family Subsistence Supplemental Allowance","Y","Y","U","FY.2016.OCO.Enacted","0"
"721","2010A","Military Personnel, Army","ARMY","05","Permanent Change of Station Travel","125","Accession Travel","Y","Y","U","FY.2016.OCO.Enacted","0"
"722","2010A","Military Personnel, Army","ARMY","05","Permanent Change of Station Travel","130","Training Travel","Y","Y","U","FY.2016.OCO.Enacted","0"
"723","2010A","Military Personnel, Army","ARMY","05","Permanent Change of Station Travel","135","Operational Travel","Y","Y","U","FY.2016.OCO.Enacted","30212"
"724","2010A","Military Personnel, Army","ARMY","05","Permanent Change of Station Travel","140","Rotational Travel","Y","Y","U","FY.2016.OCO.Enacted","17757"
"725","2010A","Military Personnel, Army","ARMY","05","Permanent Change of Station Travel","145","Separation Travel","Y","Y","U","FY.2016.OCO.Enacted","0"
"726","2010A","Military Personnel, Army","ARMY","05","Permanent Change of Station Travel","150","Travel of Organized Units","Y","Y","U","FY.2016.OCO.Enacted","0"
"727","2010A","Military Personnel, Army","ARMY","05","Permanent Change of Station Travel","155","Non-Temporary Storage","Y","Y","U","FY.2016.OCO.Enacted","0"
"728","2010A","Military Personnel, Army","ARMY","05","Permanent Change of Station Travel","160","Temporary Lodging Expense","Y","Y","U","FY.2016.OCO.Enacted","0"
"729","2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","170","Apprehension of Military Deserters","Y","Y","U","FY.2016.OCO.Enacted","0"
"730","2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","175","Interest on Uniformed Services Savings","Y","Y","U","FY.2016.OCO.Enacted","1858"
"731","2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","180","Death Gratuities","Y","Y","U","FY.2016.OCO.Enacted","3800"
"732","2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","185","Unemployment Benefits","Y","Y","U","FY.2016.OCO.Enacted","92209"
"733","2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","195","Education Benefits","Y","Y","U","FY.2016.OCO.Enacted","0"
"734","2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","200","Adoption Expenses","Y","Y","U","FY.2016.OCO.Enacted","0"
"735","2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","210","Transportation Subsidy","Y","Y","U","FY.2016.OCO.Enacted","0"
"736","2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","215","Partial Dislocation Allowance","Y","Y","U","FY.2016.OCO.Enacted","0"
"737","2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","216","SGLI Extra Hazard Payments","Y","Y","U","FY.2016.OCO.Enacted","6223"
"738","2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","217","Reserve Officers Training Corps (ROTC)","Y","Y","U","FY.2016.OCO.Enacted","0"
"739","2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","218","Junior ROTC","Y","Y","U","FY.2016.OCO.Enacted","0"
"740","2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","219","Traumatic Injury Protection Coverage (T-SGLI)","Y","Y","U","FY.2016.OCO.Enacted","2803"
"741","2010A","Military Personnel, Army","ARMY",NA,"Less Reimbursables",NA,"Less Reimbursables","N","N","U","FY.2016.OCO.Enacted","0"
"742","1004A","MEDICARE - Retiree Health Care Contribution, A","ARMY","01","Health Care Contribution - Officers","300","Military Personnel, Army","Y","Y","U","FY.2016.OCO.Enacted","0"
"743","1004A","MEDICARE - Retiree Health Care Contribution, A","ARMY","02","Health Care Contribution - Enlisted","300","Military Personnel, Army","Y","Y","U","FY.2016.OCO.Enacted","0"
"744","2070A","Reserve Personnel, Army","ARMY","01","Reserve Component Training and Support","010","Pay Group A Training  (15 Days & Drills 24/48)","Y","Y","U","FY.2016.OCO.Enacted","6000"
"745","2070A","Reserve Personnel, Army","ARMY","01","Reserve Component Training and Support","020","Pay Group B Training  (Backfill For Active Duty)","Y","Y","U","FY.2016.OCO.Enacted","0"
"746","2070A","Reserve Personnel, Army","ARMY","01","Reserve Component Training and Support","030","Pay Group F Training  (Recruits)","Y","Y","U","FY.2016.OCO.Enacted","0"
"747","2070A","Reserve Personnel, Army","ARMY","01","Reserve Component Training and Support","040","Pay Group P Training  (Pipeline Recruits)","Y","Y","U","FY.2016.OCO.Enacted","0"
"748","2070A","Reserve Personnel, Army","ARMY","01","Reserve Component Training and Support","060","Mobilization Training","Y","Y","U","FY.2016.OCO.Enacted","0"
"749","2070A","Reserve Personnel, Army","ARMY","01","Reserve Component Training and Support","070","School Training","Y","Y","U","FY.2016.OCO.Enacted","0"
"750","2070A","Reserve Personnel, Army","ARMY","01","Reserve Component Training and Support","080","Special Training","Y","Y","U","FY.2016.OCO.Enacted","18462"
"751","2070A","Reserve Personnel, Army","ARMY","01","Reserve Component Training and Support","090","Administration and Support","Y","Y","U","FY.2016.OCO.Enacted","0"
"752","2070A","Reserve Personnel, Army","ARMY","01","Reserve Component Training and Support","100","Education Benefits","Y","Y","U","FY.2016.OCO.Enacted","0"
"753","2070A","Reserve Personnel, Army","ARMY","01","Reserve Component Training and Support","120","Health Profession Scholarship","Y","Y","U","FY.2016.OCO.Enacted","0"
"754","2070A","Reserve Personnel, Army","ARMY","01","Reserve Component Training and Support","130","Other Programs (Admin & Support)","Y","Y","U","FY.2016.OCO.Enacted","0"
"755","1005A","MEDICARE - Retiree Health Care Contribution, A RES","ARMY","01","Health Care Contribution - Reserve Component","300","Reserve Personnel, Army","Y","Y","U","FY.2016.OCO.Enacted","0"
"756","2060A","National Guard Personnel, Army","ARMY","01","Reserve Component Training and Support","010","Pay Group A Training  (15 Days & Drills 24/48)","Y","Y","U","FY.2016.OCO.Enacted","34199"
"757","2060A","National Guard Personnel, Army","ARMY","01","Reserve Component Training and Support","030","Pay Group F Training  (Recruits)","Y","Y","U","FY.2016.OCO.Enacted","0"
"758","2060A","National Guard Personnel, Army","ARMY","01","Reserve Component Training and Support","040","Pay Group P Training  (Pipeline Recruits)","Y","Y","U","FY.2016.OCO.Enacted","0"
"759","2060A","National Guard Personnel, Army","ARMY","01","Reserve Component Training and Support","070","School Training","Y","Y","U","FY.2016.OCO.Enacted","2780"
"760","2060A","National Guard Personnel, Army","ARMY","01","Reserve Component Training and Support","080","Special Training","Y","Y","U","FY.2016.OCO.Enacted","119247"
"761","2060A","National Guard Personnel, Army","ARMY","01","Reserve Component Training and Support","090","Administration and Support","Y","Y","U","FY.2016.OCO.Enacted","9789"
"762","2060A","National Guard Personnel, Army","ARMY","01","Reserve Component Training and Support","100","Education Benefits","Y","Y","U","FY.2016.OCO.Enacted","0"
"763","1006A","MEDICARE - Retiree Health Care Contribution, A GUARD","ARMY","01","Health Care Contribution - Reserve Component","300","National Guard Personnel, Army","Y","Y","U","FY.2016.OCO.Enacted","0"
"764","1453N","Military Personnel, Navy","NAVY","01","Pay and Allowances of Officers","005","Basic Pay","Y","Y","U","FY.2016.OCO.Enacted","39310"
"765","1453N","Military Personnel, Navy","NAVY","01","Pay and Allowances of Officers","010","Retired Pay Accrual","Y","Y","U","FY.2016.OCO.Enacted","9041"
"766","1453N","Military Personnel, Navy","NAVY","01","Pay and Allowances of Officers","025","Basic Allowance for Housing","Y","Y","U","FY.2016.OCO.Enacted","13069"
"767","1453N","Military Personnel, Navy","NAVY","01","Pay and Allowances of Officers","030","Basic Allowance for Subsistence","Y","Y","U","FY.2016.OCO.Enacted","1456"
"768","1453N","Military Personnel, Navy","NAVY","01","Pay and Allowances of Officers","035","Incentive Pays","Y","Y","U","FY.2016.OCO.Enacted","486"
"769","1453N","Military Personnel, Navy","NAVY","01","Pay and Allowances of Officers","040","Special Pays","Y","Y","U","FY.2016.OCO.Enacted","2881"
"770","1453N","Military Personnel, Navy","NAVY","01","Pay and Allowances of Officers","045","Allowances","Y","Y","U","FY.2016.OCO.Enacted","6512"
"771","1453N","Military Personnel, Navy","NAVY","01","Pay and Allowances of Officers","050","Separation Pay","Y","Y","U","FY.2016.OCO.Enacted","0"
"772","1453N","Military Personnel, Navy","NAVY","01","Pay and Allowances of Officers","055","Social Security Tax","Y","Y","U","FY.2016.OCO.Enacted","3016"
"773","1453N","Military Personnel, Navy","NAVY","02","Pay And Allowances Of Enlisted Personnel","060","Basic Pay","Y","Y","U","FY.2016.OCO.Enacted","49797"
"774","1453N","Military Personnel, Navy","NAVY","02","Pay And Allowances Of Enlisted Personnel","065","Retired Pay Accrual","Y","Y","U","FY.2016.OCO.Enacted","11453"
"775","1453N","Military Personnel, Navy","NAVY","02","Pay And Allowances Of Enlisted Personnel","080","Basic Allowance for Housing","Y","Y","U","FY.2016.OCO.Enacted","24160"
"776","1453N","Military Personnel, Navy","NAVY","02","Pay And Allowances Of Enlisted Personnel","085","Incentive Pays","Y","Y","U","FY.2016.OCO.Enacted","150"
"777","1453N","Military Personnel, Navy","NAVY","02","Pay And Allowances Of Enlisted Personnel","090","Special Pays","Y","Y","U","FY.2016.OCO.Enacted","4901"
