"","SourceFiscalYear","AccountDSI","Account","MilDeptDW","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","StateCountry","StateCountryTitle","FacilityCategoryTitle","LocationTitle","ConstructionProjectTitle","Classified","FiscalYear","BudgetMetric","OriginType","EnactedTotal","PBtotal","PBtype"
"1663",2014,"3300F","3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","AZ","ARIZONA","Training Buildings","Davis-Monthan AFB","EC-130H Simulator/Training Operations","U","2012","AuthForAppnAmount","Base",NA,NA,20500
"1664",2014,"3300F","3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","AZ","ARIZONA","Aircraft Maintenance Facilities","Davis-Monthan AFB","HC-130J Joint Use Fuel Cell","U","2012","AuthForAppnAmount","Base",NA,NA,12500
"1665",2014,"3300F","3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","AZ","ARIZONA","Aircraft Maintenance Facilities","Luke AFB","F-35 ADAL Aircraft Maintenance Unit","U","2012","AuthForAppnAmount","Base",NA,NA,6000
"1666",2014,"3300F","3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","AZ","ARIZONA","Airfield Operational Buildings","Luke AFB","F-35 Squad Ops/AMU 2","U","2012","AuthForAppnAmount","Base",NA,NA,18000
"1667",2014,"3300F","3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","CA","CALIFORNIA","Enlisted Personnel Unaccompanied Personnel Housing","Travis AFB","Dormitory (144 RM)","U","2012","AuthForAppnAmount","Base",NA,NA,22000
"1668",2014,"3300F","3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","CA","CALIFORNIA","Replace Tele. and Security Forces Facility","Vandenberg AFB","Education Center","U","2012","AuthForAppnAmount","Base",NA,NA,14200
"1669",2014,"3300F","3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","CO","COLORADO","Replace Tele. and Security Forces Facility","U.S. Air Force Academy","Construct Large Vehicle Inspection Facility","U","2012","AuthForAppnAmount","Base",NA,NA,13400
"1670",2014,"3300F","3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","DE","DELAWARE","Training Buildings","Dover AFB","C-5M Formal Training Unit Facility","U","2012","AuthForAppnAmount","Base",NA,NA,2800
"1671",2014,"3300F","3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","FL","FLORIDA","Admin Bldgs","Patrick AFB","Air Force Technical Applications Ctr - Incr 2","U","2012","AuthForAppnAmount","Base",NA,NA,79000
"1672",2014,"3300F","3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","KS","KANSAS","Airfield Operational Buildings","Fort Riley, Kansas","Air Support Operations Center","U","2012","AuthForAppnAmount","Base",NA,NA,7600
"1673",2014,"3300F","3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","LA","LOUISIANA","Admin Bldgs","Barksdale AFB","Mission Support Group Complex","U","2012","AuthForAppnAmount","Base",NA,NA,23500
"1674",2014,"3300F","3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","MO","MISSOURI","Replace Tele. and Security Forces Facility","Whiteman AFB","WSA Security Control Facility","U","2012","AuthForAppnAmount","Base",NA,NA,4800
"1675",2014,"3300F","3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","NE","NEBRASKA","Admin Bldgs","Offutt AFB","US STRATCOM Replacement Facility, Incr 1","U","2012","AuthForAppnAmount","Base",NA,NA,120000
"1676",2014,"3300F","3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","NV","NEVADA","Misc Items & Equip Maint Facilities","Nellis AFB","F-35A AGE Facility","U","2012","AuthForAppnAmount","Base",NA,NA,21500
"1677",2014,"3300F","3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","NV","NEVADA","Communication Buildings","Nellis AFB","Communications Network Control Center","U","2012","AuthForAppnAmount","Base",NA,NA,11600
"1678",2014,"3300F","3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","NV","NEVADA","Aircraft Maintenance Facilities","Nellis AFB","F-35 Add/Alter Engine Shop","U","2012","AuthForAppnAmount","Base",NA,NA,2750
"1679",2014,"3300F","3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","NM","NEW MEXICO","Enlisted Personnel Unaccompanied Personnel Housing","Cannon AFB","Dormitory (96 RM)","U","2012","AuthForAppnAmount","Base",NA,NA,15000
"1680",2014,"3300F","3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","NM","NEW MEXICO","Sewage & Industrial Waste Treatment & Disposal","Cannon AFB","ADAL Wastewater Treatment Plant","U","2012","AuthForAppnAmount","Base",NA,NA,7598
"1681",2014,"3300F","3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","NM","NEW MEXICO","Personnel Support Facilities","Holloman AFB","Child Development Center","U","2012","AuthForAppnAmount","Base",NA,NA,11200
"1682",2014,"3300F","3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","NM","NEW MEXICO","Airfield Taxiways","Holloman AFB","Parallel Taxiway 07/25","U","2012","AuthForAppnAmount","Base",NA,NA,8000
"1683",2014,"3300F","3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","NM","NEW MEXICO","Training Buildings","Holloman AFB","F-16 Academic Facility","U","2012","AuthForAppnAmount","Base",NA,NA,5800
"1684",2014,"3300F","3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","NM","NEW MEXICO","Training Buildings","Holloman AFB","F-16 SEAD Training Facility","U","2012","AuthForAppnAmount","Base",NA,NA,4200
"1685",2014,"3300F","3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","NM","NEW MEXICO","Admin Bldgs","Kirtland AFB","AFNWC Sustainment Center","U","2012","AuthForAppnAmount","Base",NA,NA,25000
"1686",2014,"3300F","3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","NC","NORTH CAROLINA","Training Buildings","Pope AFB","C-130 Flight Simulator","U","2012","AuthForAppnAmount","Base",NA,NA,6000
"1687",2014,"3300F","3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","ND","NORTH DAKOTA","Enlisted Personnel Unaccompanied Personnel Housing","Minot AFB","Dormitory (168 RM)","U","2012","AuthForAppnAmount","Base",NA,NA,22000
"1688",2014,"3300F","3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","ND","NORTH DAKOTA","Ammunition, Explosives, and Toxic Maintenance Facilities","Minot AFB","B-52 3-Bay Conventional Munitions Maintenance","U","2012","AuthForAppnAmount","Base",NA,NA,11800
"1689",2014,"3300F","3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","ND","NORTH DAKOTA","Aircraft Maintenance Facilities","Minot AFB","B-52 Two-Bay Phase Maintenance Dock","U","2012","AuthForAppnAmount","Base",NA,NA,34000
"1690",2014,"3300F","3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","TX","TEXAS","Enlisted Personnel Unaccompanied Personnel Housing","Joint Base San Antonio","BMT Recruit Dormitory 4, Phase IV","U","2012","AuthForAppnAmount","Base",NA,NA,64000
"1691",2014,"3300F","3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","TX","TEXAS","Enlisted Personnel Unaccompanied Personnel Housing","Joint Base San Antonio","Adv Indiv Training (AIT) Barracks (300 RM)","U","2012","AuthForAppnAmount","Base",NA,NA,46000
"1692",2014,"3300F","3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","UT","UTAH","Admin Bldgs","Hill AFB","F-22 System Support Facility","U","2012","AuthForAppnAmount","Base",NA,NA,16500
"1693",2014,"3300F","3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","VA","VIRGINIA","Enlisted Personnel Unaccompanied Personnel Housing","Joint Base Langley-Eustis","AIT Barracks Complex, Ph 2","U","2012","AuthForAppnAmount","Base",NA,NA,50000
"1694",2014,"3300F","3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","WA","WASHINGTON","Admin Bldgs","Fairchild AFB","Wing Headquarters","U","2012","AuthForAppnAmount","Base",NA,NA,13600
"1695",2014,"3300F","3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","WA","WASHINGTON","Training Buildings","Fairchild AFB","SERE Force Support Ph 2","U","2012","AuthForAppnAmount","Base",NA,NA,14000
"1696",2014,"3300F","3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","GY","GERMANY","Enlisted Personnel Unaccompanied Personnel Housing","Ramstein AB","Dormitory (192 RM)","U","2012","AuthForAppnAmount","Base",NA,NA,34697
"1697",2014,"3300F","3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","GL","GREENLAND","Enlisted Personnel Unaccompanied Personnel Housing","Thule AB","Dormitory (72 PN)","U","2012","AuthForAppnAmount","Base",NA,NA,28000
"1698",2014,"3300F","3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","GU","GUAM","Installation, Repair & Operation Maint Fac.","Joint Region Marianas","PRTC Red Horse Cantonment Operations Facility","U","2012","AuthForAppnAmount","Base",NA,NA,14000
"1699",2014,"3300F","3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","GU","GUAM","Electronic & Communications Equipment Maintenance Facilities","Joint Region Marianas","PRTC Combat Communications Transmission Sys","U","2012","AuthForAppnAmount","Base",NA,NA,5600
"1700",2014,"3300F","3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","GU","GUAM","Electronic & Communications Equipment Maintenance Facilities","Joint Region Marianas","PRTC Combat Communications Combat Support","U","2012","AuthForAppnAmount","Base",NA,NA,9800
"1701",2014,"3300F","3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","GU","GUAM","Other Airfield Pavements","Joint Region Marianas","Guam Strike Clear Water Rinse Facility","U","2012","AuthForAppnAmount","Base",NA,NA,7500
"1702",2014,"3300F","3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","GU","GUAM","Aircraft Maintenance Facilities","Joint Region Marianas","Guam Strike Fuel Systems Maintenance Hangar","U","2012","AuthForAppnAmount","Base",NA,NA,0
"1703",2014,"3300F","3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","GU","GUAM","Ammunition, Explosives, and Toxic Maintenance Facilities","Joint Region Marianas","Guam Strike Conventional Munitions Maint.","U","2012","AuthForAppnAmount","Base",NA,NA,11700
"1704",2014,"3300F","3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","GU","GUAM","Airfield Operational Buildings","Joint Region Marianas","Air Freight Terminal Complex","U","2012","AuthForAppnAmount","Base",NA,NA,35000
"1705",2014,"3300F","3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","IT","ITALY","Airfield Operational Buildings","Sigonella","UAS SATCOM Relay Pads and Facility","U","2012","AuthForAppnAmount","Base",NA,NA,15000
"1706",2014,"3300F","3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","KR","KOREA","Enlisted Personnel Unaccompanied Personnel Housing","Osan AFB","Dormitory (156 RM)","U","2012","AuthForAppnAmount","Base",NA,NA,23000
"1707",2014,"3300F","3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","ZU","WORLDWIDE UNSPECIFIED","General","Unspecified Worldwide Locations","Foreign Currency Fluctuation","U","2012","AuthForAppnAmount","Base",NA,NA,0
"1708",2014,"3300F","3300","F","MilCon, Air Force","AF","02","MINOR CONSTRUCTION","ZU","WORLDWIDE UNSPECIFIED","Milcon Unspecified Minor Construction","Unspecified Worldwide Locations","Unspecified Minor Construction","U","2012","AuthForAppnAmount","Base",NA,NA,20000
"1709",2014,"3300F","3300","F","MilCon, Air Force","AF","03","Planning & Design","ZU","WORLDWIDE UNSPECIFIED","Milcon Planning & Design","Unspecified Worldwide Locations","Planning & Design","U","2012","AuthForAppnAmount","Base",NA,NA,52913
"1710",2014,"051003F","051003","F","BRAC - Air Force","AF","04","BASE CLOSURE IV","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account IV","Base Realignment & Closure, Air Force","Base Realignment & Closure","U","2012","AuthForAppnAmount","Base",NA,NA,127170
"1711",2014,"3830F","3830","F","MilCon, ANG","AF","01","MAJOR CONSTRUCTION","CA","CALIFORNIA","Admin Bldgs","Beale AFB","Wing Operations and Training Facility","U","2012","AuthForAppnAmount","Base",NA,NA,6100
"1712",2014,"3830F","3830","F","MilCon, ANG","AF","01","MAJOR CONSTRUCTION","CA","CALIFORNIA","Airfield Operational Buildings","Moffett Field","Replace Pararescue Training Facility","U","2012","AuthForAppnAmount","Base",NA,NA,26000
"1713",2014,"3830F","3830","F","MilCon, ANG","AF","01","MAJOR CONSTRUCTION","HI","HAWAII","Training Buildings","Joint Base Pearl Harbor-Hickam","TFI - F-22 Flight Simulator Facility","U","2012","AuthForAppnAmount","Base",NA,NA,19800
"1714",2014,"3830F","3830","F","MilCon, ANG","AF","01","MAJOR CONSTRUCTION","HI","HAWAII","Training Buildings","Joint Base Pearl Harbor-Hickam","TFI - F-22 Weapons Load Crew Training Fac","U","2012","AuthForAppnAmount","Base",NA,NA,7000
"1715",2014,"3830F","3830","F","MilCon, ANG","AF","01","MAJOR CONSTRUCTION","HI","HAWAII","Airfield Aprons","Joint Base Pearl Harbor-Hickam","TFI - F-22 Combat Aircraft Parking Apron","U","2012","AuthForAppnAmount","Base",NA,NA,12721
"1716",2014,"3830F","3830","F","MilCon, ANG","AF","01","MAJOR CONSTRUCTION","IN","INDIANA","Ammunition, Explosives, and Toxic Maintenance Facilities","Fort Wayne IAP","A-10 Facility Conversion - Munitions","U","2012","AuthForAppnAmount","Base",NA,NA,4000
"1717",2014,"3830F","3830","F","MilCon, ANG","AF","01","MAJOR CONSTRUCTION","MD","MARYLAND","Airfield Operational Buildings","Martin State Airport","TFI - C-27 Conversion - Squadron Operations","U","2012","AuthForAppnAmount","Base",NA,NA,4900
"1718",2014,"3830F","3830","F","MilCon, ANG","AF","01","MAJOR CONSTRUCTION","MA","MASSACHUSETTS","Admin Bldgs","Otis ANGB","TFI - CNAF Beddown - Upgrade Facility","U","2012","AuthForAppnAmount","Base",NA,NA,7800
"1719",2014,"3830F","3830","F","MilCon, ANG","AF","01","MAJOR CONSTRUCTION","OH","OHIO","Operational Support Facilities Other Than Buildings","Springfield Beckley-Map","Alter Predator Operations Center","U","2012","AuthForAppnAmount","Base",NA,NA,6700
"1720",2014,"3830F","3830","F","MilCon, ANG","AF","02","MINOR CONSTRUCTION","ZU","WORLDWIDE UNSPECIFIED","General","Various Worldwide Locations","Minor Construction","U","2012","AuthForAppnAmount","Base",NA,NA,9000
"1721",2014,"3830F","3830","F","MilCon, ANG","AF","03","Planning & Design","ZU","WORLDWIDE UNSPECIFIED","General","Various Worldwide Locations","Planning and Design","U","2012","AuthForAppnAmount","Base",NA,NA,12225
"1722",2014,"3730F","3730","F","MilCon, AF Res","AF","01","MAJOR CONSTRUCTION","CA","CALIFORNIA","Operational Support Facilities Other Than Buildings","March AFB","Airfield Control Tower/Base Ops","U","2012","AuthForAppnAmount","Base",NA,NA,16393
"1723",2014,"3730F","3730","F","MilCon, AF Res","AF","01","MAJOR CONSTRUCTION","SC","SOUTH CAROLINA","Training Buildings","Charleston AFB","TFI Red Horse Readiness & Trng Center","U","2012","AuthForAppnAmount","Base",NA,NA,9593
"1724",2014,"3730F","3730","F","MilCon, AF Res","AF","02","MINOR CONSTRUCTION","ZU","WORLDWIDE UNSPECIFIED","Milcon Unspecified Minor Construction","Unspecified Worldwide Locations","Unspecified Minor Construction","U","2012","AuthForAppnAmount","Base",NA,NA,5434
"1725",2014,"3730F","3730","F","MilCon, AF Res","AF","03","Planning & Design","ZU","WORLDWIDE UNSPECIFIED","Milcon Planning & Design","Unspecified Worldwide Locations","Planning & Design","U","2012","AuthForAppnAmount","Base",NA,NA,2200
"1726",2014,"0740F","0740","F","Fam Hsg Con, AF","AF","03","CONSTRUCTION IMPROVEMENTS","ZU","WORLDWIDE UNSPECIFIED","FH Post Acquisition Construction Improvements","Unspecified Worldwide Locations","Classified Improvements","U","2012","AuthForAppnAmount","Base",NA,NA,50
"1727",2014,"0740F","0740","F","Fam Hsg Con, AF","AF","03","CONSTRUCTION IMPROVEMENTS","ZU","WORLDWIDE UNSPECIFIED","FH Post Acquisition Construction Improvements","Unspecified Worldwide Locations","Improvements","U","2012","AuthForAppnAmount","Base",NA,NA,264919
"1728",2014,"0740F","0740","F","Fam Hsg Con, AF","AF","04","PLANNING & DESIGN","ZU","WORLDWIDE UNSPECIFIED","Family Housing P&D","Unspecified Worldwide Locations","Planning and Design","U","2012","AuthForAppnAmount","Base",NA,NA,4208
"1729",2014,"0745F","0745","F","Fam Hsg O&M, AF","AF","05","UTILITIES","ZU","WORLDWIDE UNSPECIFIED","FH Utilities Account","Unspecified Worldwide Locations","Utilities Account","U","2012","AuthForAppnAmount","Base",NA,NA,87231
"1730",2014,"0745F","0745","F","Fam Hsg O&M, AF","AF","06","Operation","ZU","WORLDWIDE UNSPECIFIED","FH Management Account","Unspecified Worldwide Locations","Foreign Currency Fluctuation CMA","U","2012","AuthForAppnAmount","Base",NA,NA,13798
"1731",2014,"0745F","0745","F","Fam Hsg O&M, AF","AF","06","Operation","ZU","WORLDWIDE UNSPECIFIED","FH Management Account","Unspecified Worldwide Locations","Management Account","U","2012","AuthForAppnAmount","Base",NA,NA,39961
"1732",2014,"0745F","0745","F","Fam Hsg O&M, AF","AF","06","Operation","ZU","WORLDWIDE UNSPECIFIED","FH Services Account","Unspecified Worldwide Locations","Services Account","U","2012","AuthForAppnAmount","Base",NA,NA,16175
"1733",2014,"0745F","0745","F","Fam Hsg O&M, AF","AF","06","Operation","ZU","WORLDWIDE UNSPECIFIED","FH Furnishings Account","Unspecified Worldwide Locations","Furnishings Account","U","2012","AuthForAppnAmount","Base",NA,NA,29971
"1734",2014,"0745F","0745","F","Fam Hsg O&M, AF","AF","06","Operation","ZU","WORLDWIDE UNSPECIFIED","FH Miscellaneous Account","Unspecified Worldwide Locations","Miscellaneous Account","U","2012","AuthForAppnAmount","Base",NA,NA,1887
"1735",2014,"0745F","0745","F","Fam Hsg O&M, AF","AF","07","LEASING","ZU","WORLDWIDE UNSPECIFIED","FH Leasing Account","Unspecified Worldwide Locations","Leasing","U","2012","AuthForAppnAmount","Base",NA,NA,57896
"1736",2014,"0745F","0745","F","Fam Hsg O&M, AF","AF","08","Maintenance","ZU","WORLDWIDE UNSPECIFIED","FH Maintenance Of Real Property","Unspecified Worldwide Locations","Maintenance Account","U","2012","AuthForAppnAmount","Base",NA,NA,147
"1737",2014,"0745F","0745","F","Fam Hsg O&M, AF","AF","08","Maintenance","ZU","WORLDWIDE UNSPECIFIED","FH Maintenance Of Real Property","Unspecified Worldwide Locations","Maintenance (RPMA  RPMC)","U","2012","AuthForAppnAmount","Base",NA,NA,149886
"1738",2014,"0745F","0745","F","Fam Hsg O&M, AF","AF","12","HOUSING PVT  SUPPORT","ZU","WORLDWIDE UNSPECIFIED","FH Privatization Support","Unspecified Worldwide Locations","Housing Privatization","U","2012","AuthForAppnAmount","Base",NA,NA,43569
"1739",2014,"051203F","051203","F","FY 2005 BRAC - AF","AF","01","FY 2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account V","Unspecified Worldwide Locations","Program Management Various Locations","U","2012","AuthForAppnAmount","Base",NA,NA,828
"1740",2014,"051203F","051203","F","FY 2005 BRAC - AF","AF","01","FY 2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account V","Unspecified Worldwide Locations","Med-57: Brooks City Base, TX","U","2012","AuthForAppnAmount","Base",NA,NA,205
"1741",2014,"051203F","051203","F","FY 2005 BRAC - AF","AF","01","FY 2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account V","Unspecified Worldwide Locations","Comm Add 3: Galena Fol, AK","U","2012","AuthForAppnAmount","Base",NA,NA,38937
"1742",2014,"0500D","0500","D","Mil Con, Def-Wide","AF","01","MAJOR CONSTRUCTION","ZU","WORLDWIDE UNSPECIFIED","Energy Conservation","Unspecified Worldwide Locations","Energy Conservation Investment Program","U","2012","AuthForAppnAmount","Base",NA,NA,42041
"1743",2014,"0500D","0500","D","Mil Con, Def-Wide","ARMY","01","MAJOR CONSTRUCTION","BE","BELGIUM","General","Brussels","NATO Headquarters Facility","U","2012","AuthForAppnAmount","Base",NA,NA,0
"1744",2014,"0500D","0500","D","Mil Con, Def-Wide","ARMY","01","MAJOR CONSTRUCTION","ZU","WORLDWIDE UNSPECIFIED","Energy Conservation","Unspecified Worldwide Locations","Energy Conservation Investment Program","U","2012","AuthForAppnAmount","Base",NA,NA,51527
