"SourceFiscalYear","AccountDSI","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","BudgetSubActivity","BudgetSubActivityTitle","Classified","FiscalYear","OriginType","ActualTotal","EnactedTotal","EnactedType","PBtotal","PBtype"
2012,"1005A","MEDICARE - Retiree Health Care Contribution , A RES","ARMY","20","Undistributed","CR1","Adj to Match Continuing Resolution","U",2011,"OCO",,,0,,
2012,"2060A","National Guard Personnel, Army","ARMY","01","Unit And Individual Training","10","Pay Group A Training  (15 Days & Drills 24/48)","U",2011,"OCO",,,470691,,
2012,"2060A","National Guard Personnel, Army","ARMY","01","Unit And Individual Training","30","Pay Group F Training  (Recruits)","U",2011,"OCO",,,0,,
2012,"2060A","National Guard Personnel, Army","ARMY","01","Unit And Individual Training","40","Pay Group P Training  (Pipeline Recruits)","U",2011,"OCO",,,0,,
2012,"2060A","National Guard Personnel, Army","ARMY","01","Unit And Individual Training","70","School Training","U",2011,"OCO",,,0,,
2012,"2060A","National Guard Personnel, Army","ARMY","01","Unit And Individual Training","80","Special Training","U",2011,"OCO",,,1118229,,
2012,"2060A","National Guard Personnel, Army","ARMY","01","Unit And Individual Training","90","Administration And Support","U",2011,"OCO",,,94496,,
2012,"2060A","National Guard Personnel, Army","ARMY","01","Unit And Individual Training","100","Education Benefits","U",2011,"OCO",,,0,,
2012,"2060A","National Guard Personnel, Army","ARMY","20","Undistributed","CR1","Adj to Match Continuing Resolution","U",2011,"OCO",,,27172,,
2012,"1006A","MEDICARE - Retiree Health Care Contribution , A GUARD","ARMY","01","Unit & Individual Training","300","National Guard Personnel, Army","U",2011,"OCO",,,0,,
2012,"1006A","MEDICARE - Retiree Health Care Contribution , A GUARD","ARMY","20","Undistributed","CR1","Adj to Match Continuing Resolution","U",2011,"OCO",,,0,,
2012,"1453N","Military Personnel, Navy","NAVY","01","Pay And Allowances Of Officers","5","Basic Pay ","U",2011,"OCO",,,471363,,
2012,"1453N","Military Personnel, Navy","NAVY","01","Pay And Allowances Of Officers","10","Retired Pay Accrual ","U",2011,"OCO",,,130505,,
2012,"1453N","Military Personnel, Navy","NAVY","01","Pay And Allowances Of Officers","25","Basic Allowance For Housing","U",2011,"OCO",,,148084,,
2012,"1453N","Military Personnel, Navy","NAVY","01","Pay And Allowances Of Officers","30","Basic Allowance For Subsistence ","U",2011,"OCO",,,16162,,
2012,"1453N","Military Personnel, Navy","NAVY","01","Pay And Allowances Of Officers","35","Incentive Pays     ","U",2011,"OCO",,,3409,,
2012,"1453N","Military Personnel, Navy","NAVY","01","Pay And Allowances Of Officers","40","Special Pays       ","U",2011,"OCO",,,36825,,
2012,"1453N","Military Personnel, Navy","NAVY","01","Pay And Allowances Of Officers","45","Allowances          ","U",2011,"OCO",,,37017,,
2012,"1453N","Military Personnel, Navy","NAVY","01","Pay And Allowances Of Officers","50","Separation Pay      ","U",2011,"OCO",,,31,,
2012,"1453N","Military Personnel, Navy","NAVY","01","Pay And Allowances Of Officers","55","Social Security Tax  ","U",2011,"OCO",,,36058,,
2012,"1453N","Military Personnel, Navy","NAVY","02","Pay And Allowances Of Enlisted","60","Basic Pay ","U",2011,"OCO",,,580324,,
2012,"1453N","Military Personnel, Navy","NAVY","02","Pay And Allowances Of Enlisted","65","Retired Pay Accrual ","U",2011,"OCO",,,164246,,
2012,"1453N","Military Personnel, Navy","NAVY","02","Pay And Allowances Of Enlisted","80","Basic Allowance For Housing ","U",2011,"OCO",,,269360,,
2012,"1453N","Military Personnel, Navy","NAVY","02","Pay And Allowances Of Enlisted","85","Incentive Pays     ","U",2011,"OCO",,,718,,
2012,"1453N","Military Personnel, Navy","NAVY","02","Pay And Allowances Of Enlisted","90","Special Pays       ","U",2011,"OCO",,,176771,,
2012,"1453N","Military Personnel, Navy","NAVY","02","Pay And Allowances Of Enlisted","95","Allowances         ","U",2011,"OCO",,,61184,,
2012,"1453N","Military Personnel, Navy","NAVY","02","Pay And Allowances Of Enlisted","100","Separation Pay     ","U",2011,"OCO",,,7810,,
2012,"1453N","Military Personnel, Navy","NAVY","02","Pay And Allowances Of Enlisted","105","Social Security Tax   ","U",2011,"OCO",,,44394,,
2012,"1453N","Military Personnel, Navy","NAVY","03","Pay And Allowances Of Cadets/Midshipmen","110","Midshipmen ","U",2011,"OCO",,,0,,
2012,"1453N","Military Personnel, Navy","NAVY","04","Subsistence Of Enlisted Personnel","115","Basic Allowance For Subsistence ","U",2011,"OCO",,,63276,,
2012,"1453N","Military Personnel, Navy","NAVY","04","Subsistence Of Enlisted Personnel","120","Subsistence-In-Kind ","U",2011,"OCO",,,32139,,
2012,"1453N","Military Personnel, Navy","NAVY","04","Subsistence Of Enlisted Personnel","121","Family Subsistence Supplemental Allowance ","U",2011,"OCO",,,0,,
2012,"1453N","Military Personnel, Navy","NAVY","05","Permanent Change Of Station Travel","125","Accession Travel ","U",2011,"OCO",,,11520,,
2012,"1453N","Military Personnel, Navy","NAVY","05","Permanent Change Of Station Travel","130","Training Travel ","U",2011,"OCO",,,0,,
2012,"1453N","Military Personnel, Navy","NAVY","05","Permanent Change Of Station Travel","135","Operational Travel  ","U",2011,"OCO",,,52812,,
2012,"1453N","Military Personnel, Navy","NAVY","05","Permanent Change Of Station Travel","140","Rotational Travel  ","U",2011,"OCO",,,66526,,
2012,"1453N","Military Personnel, Navy","NAVY","05","Permanent Change Of Station Travel","145","Separation Travel ","U",2011,"OCO",,,6920,,
2012,"1453N","Military Personnel, Navy","NAVY","05","Permanent Change Of Station Travel","150","Travel Of Organized Units ","U",2011,"OCO",,,0,,
2012,"1453N","Military Personnel, Navy","NAVY","05","Permanent Change Of Station Travel","155","Non-Temporary Storage ","U",2011,"OCO",,,0,,
2012,"1453N","Military Personnel, Navy","NAVY","05","Permanent Change Of Station Travel","160","Temporary Lodging Expense ","U",2011,"OCO",,,0,,
2012,"1453N","Military Personnel, Navy","NAVY","05","Permanent Change Of Station Travel","165","Other ","U",2011,"OCO",,,0,,
2012,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","170","Apprehension Of Military Deserters ","U",2011,"OCO",,,0,,
2012,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","175","Interest On Uniformed Services Savings ","U",2011,"OCO",,,0,,
2012,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","180","Death Gratuities ","U",2011,"OCO",,,8396,,
2012,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","185","Unemployment Benefits ","U",2011,"OCO",,,65537,,
2012,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","195","Education Benefits ","U",2011,"OCO",,,0,,
2012,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","200","Adoption Expenses ","U",2011,"OCO",,,0,,
2012,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","210","Transportation Subsidy ","U",2011,"OCO",,,0,,
2012,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","215","Partial Dislocation Allowance ","U",2011,"OCO",,,0,,
2012,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","216","SGLI Extra Hazard Payments","U",2011,"OCO",,,112928,,
2012,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","217","Reserve Officers Training Corps (ROTC)","U",2011,"OCO",,,0,,
2012,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","218","Junior R.O.T.C","U",2011,"OCO",,,0,,
2012,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","227","Stop-Loss Retroactive Payments","U",2011,"OCO",,,0,,
2012,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","228","Preventive Health Allowance Demonstration Project","U",2011,"OCO",,,0,,
2012,"1453N","Military Personnel, Navy","NAVY","20","Undistributed","CR1","Adj to Match Continuing Resolution","U",2011,"OCO",,,246877,,
2012,"1453N","Military Personnel, Navy","","","Less Reimbursables","","Less Reimbursables","U",2011,"OCO",,,0,,
2012,"1000N","MEDICARE - Retiree Health Care Contribution , N","NAVY","01","Pay And Allowances Of Officers","300","Navy","U",2011,"OCO",,,6541,,
2012,"1000N","MEDICARE - Retiree Health Care Contribution , N","NAVY","02","Pay And Allowances Of Enlisted","300","Navy","U",2011,"OCO",,,18420,,
2012,"1000N","MEDICARE - Retiree Health Care Contribution , N","NAVY","20","Undistributed","CR1","Adj to Match Continuing Resolution","U",2011,"OCO",,,-24961,,
2012,"1105N","Military Personnel, Marine Corps","NAVY","01","Pay And Allowances Of Officers","5","Basic Pay ","U",2011,"OCO",,,96750,,
2012,"1105N","Military Personnel, Marine Corps","NAVY","01","Pay And Allowances Of Officers","10","Retired Pay Accrual ","U",2011,"OCO",,,32125,,
2012,"1105N","Military Personnel, Marine Corps","NAVY","01","Pay And Allowances Of Officers","25","Basic Allowance For Housing ","U",2011,"OCO",,,44816,,
2012,"1105N","Military Personnel, Marine Corps","NAVY","01","Pay And Allowances Of Officers","30","Basic Allowance For Subsistence ","U",2011,"OCO",,,4249,,
2012,"1105N","Military Personnel, Marine Corps","NAVY","01","Pay And Allowances Of Officers","35","Incentive Pays     ","U",2011,"OCO",,,0,,
2012,"1105N","Military Personnel, Marine Corps","NAVY","01","Pay And Allowances Of Officers","40","Special Pays       ","U",2011,"OCO",,,25943,,
2012,"1105N","Military Personnel, Marine Corps","NAVY","01","Pay And Allowances Of Officers","45","Allowances          ","U",2011,"OCO",,,11599,,
2012,"1105N","Military Personnel, Marine Corps","NAVY","01","Pay And Allowances Of Officers","50","Separation Pay      ","U",2011,"OCO",,,0,,
2012,"1105N","Military Personnel, Marine Corps","NAVY","01","Pay And Allowances Of Officers","55","Social Security Tax  ","U",2011,"OCO",,,10081,,
2012,"1105N","Military Personnel, Marine Corps","NAVY","02","Pay And Allowances Of Enlisted","60","Basic Pay ","U",2011,"OCO",,,458688,,
2012,"1105N","Military Personnel, Marine Corps","NAVY","02","Pay And Allowances Of Enlisted","65","Retired Pay Accrual ","U",2011,"OCO",,,104018,,
2012,"1105N","Military Personnel, Marine Corps","NAVY","02","Pay And Allowances Of Enlisted","80","Basic Allowance For Housing ","U",2011,"OCO",,,110988,,
2012,"1105N","Military Personnel, Marine Corps","NAVY","02","Pay And Allowances Of Enlisted","85","Incentive Pays     ","U",2011,"OCO",,,0,,
2012,"1105N","Military Personnel, Marine Corps","NAVY","02","Pay And Allowances Of Enlisted","90","Special Pays       ","U",2011,"OCO",,,230282,,
2012,"1105N","Military Personnel, Marine Corps","NAVY","02","Pay And Allowances Of Enlisted","95","Allowances         ","U",2011,"OCO",,,97600,,
2012,"1105N","Military Personnel, Marine Corps","NAVY","02","Pay And Allowances Of Enlisted","100","Separation Pay     ","U",2011,"OCO",,,7283,,
2012,"1105N","Military Personnel, Marine Corps","NAVY","02","Pay And Allowances Of Enlisted","105","Social Security Tax   ","U",2011,"OCO",,,32432,,
2012,"1105N","Military Personnel, Marine Corps","NAVY","04","Subsistence Of Enlisted Personnel","115","Basic Allowance For Subsistence ","U",2011,"OCO",,,51707,,
2012,"1105N","Military Personnel, Marine Corps","NAVY","04","Subsistence Of Enlisted Personnel","120","Subsistence-In-Kind ","U",2011,"OCO",,,0,,
2012,"1105N","Military Personnel, Marine Corps","NAVY","04","Subsistence Of Enlisted Personnel","121","Family Subsistence Supplemental Allowance ","U",2011,"OCO",,,0,,
2012,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change Of Station Travel","125","Accession Travel ","U",2011,"OCO",,,7894,,
2012,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change Of Station Travel","130","Training Travel ","U",2011,"OCO",,,0,,
2012,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change Of Station Travel","135","Operational Travel  ","U",2011,"OCO",,,0,,
2012,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change Of Station Travel","140","Rotational Travel  ","U",2011,"OCO",,,0,,
2012,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change Of Station Travel","145","Separation Travel ","U",2011,"OCO",,,0,,
2012,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change Of Station Travel","150","Travel Of Organized Units ","U",2011,"OCO",,,0,,
2012,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change Of Station Travel","155","Non-Temporary Storage ","U",2011,"OCO",,,0,,
2012,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change Of Station Travel","160","Temporary Lodging Expense ","U",2011,"OCO",,,0,,
2012,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change Of Station Travel","165","Other ","U",2011,"OCO",,,0,,
2012,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","170","Apprehension Of Military Deserters ","U",2011,"OCO",,,0,,
2012,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","175","Interest On Uniformed Services Savings ","U",2011,"OCO",,,0,,
2012,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","180","Death Gratuities ","U",2011,"OCO",,,65178,,
2012,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","185","Unemployment Benefits ","U",2011,"OCO",,,48140,,
2012,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","195","Education Benefits ","U",2011,"OCO",,,0,,
2012,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","200","Adoption Expenses ","U",2011,"OCO",,,0,,
2012,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","210","Transportation Subsidy ","U",2011,"OCO",,,0,,
2012,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","215","Partial Dislocation Allowance ","U",2011,"OCO",,,0,,
2012,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","216","SGLI Extra Hazard Payments","U",2011,"OCO",,,116702,,
2012,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","218","Junior R.O.T.C","U",2011,"OCO",,,0,,
2012,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","227","Stop-Loss Retroactive Payments","U",2011,"OCO",,,0,,
2012,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","228","Preventive Health Allowance Demonstration Project","U",2011,"OCO",,,0,,
2012,"1105N","Military Personnel, Marine Corps","NAVY","20","Undistributed","CR1","Adj to Match Continuing Resolution","U",2011,"OCO",,,266925,,
2012,"1105N","Military Personnel, Marine Corps","","","Less Reimbursables","","Less Reimbursables","U",2011,"OCO",,,0,,
2012,"1001N","MEDICARE - Retiree Health Care Contribution ,MC","NAVY","01","Pay And Allowances Of Officers","300","Marine Corps","U",2011,"OCO",,,0,,
2012,"1001N","MEDICARE - Retiree Health Care Contribution ,MC","NAVY","02","Pay And Allowances Of Enlisted","300","Marine Corps","U",2011,"OCO",,,0,,
2012,"1405N","Reserve Personnel, Navy","NAVY","01","Reserve Component Training And Support","10","Pay Group A Training  (15 Days & Drills 24/48)","U",2011,"OCO",,,0,,
2012,"1405N","Reserve Personnel, Navy","NAVY","01","Reserve Component Training And Support","20","Pay Group B Training  (Backfill For Active Duty)","U",2011,"OCO",,,0,,
2012,"1405N","Reserve Personnel, Navy","NAVY","01","Reserve Component Training And Support","30","Pay Group F Training  (Recruits)","U",2011,"OCO",,,0,,
