"","SourceFiscalYear","AccountDSI","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","BudgetSubActivity","BudgetSubActivityTitle","Classified","FiscalYear","OriginType","ActualTotal","EnactedTotal","PBtotal","PBtype"
"469",2017,"2010A","Military Personnel, Army","ARMY","01","Pay And Allowances Of Officers","5","Basic Pay","U",2011,"Base",NA,NA,NA,6392861
"470",2017,"2010A","Military Personnel, Army","ARMY","01","Pay And Allowances Of Officers","10","Retired Pay Accrual","U",2011,"Base",NA,NA,NA,2088308
"471",2017,"2010A","Military Personnel, Army","ARMY","01","Pay And Allowances Of Officers","25","Basic Allowance For Housing","U",2011,"Base",NA,NA,NA,1854718
"472",2017,"2010A","Military Personnel, Army","ARMY","01","Pay And Allowances Of Officers","30","Basic Allowance For Subsistence","U",2011,"Base",NA,NA,NA,255925
"473",2017,"2010A","Military Personnel, Army","ARMY","01","Pay And Allowances Of Officers","35","Incentive Pays     ","U",2011,"Base",NA,NA,NA,97698
"474",2017,"2010A","Military Personnel, Army","ARMY","01","Pay And Allowances Of Officers","40","Special Pays       ","U",2011,"Base",NA,NA,NA,300939
"475",2017,"2010A","Military Personnel, Army","ARMY","01","Pay And Allowances Of Officers","45","Allowances          ","U",2011,"Base",NA,NA,NA,198601
"476",2017,"2010A","Military Personnel, Army","ARMY","01","Pay And Allowances Of Officers","50","Separation Pay      ","U",2011,"Base",NA,NA,NA,61798
"477",2017,"2010A","Military Personnel, Army","ARMY","01","Pay And Allowances Of Officers","55","Social Security Tax  ","U",2011,"Base",NA,NA,NA,487469
"478",2017,"2010A","Military Personnel, Army","ARMY","02","Pay And Allowances Of Enlisted","60","Basic Pay ","U",2011,"Base",NA,NA,NA,13682488
"479",2017,"2010A","Military Personnel, Army","ARMY","02","Pay And Allowances Of Enlisted","65","Retired Pay Accrual ","U",2011,"Base",NA,NA,NA,4470859
"480",2017,"2010A","Military Personnel, Army","ARMY","02","Pay And Allowances Of Enlisted","80","Basic Allowance For Housing ","U",2011,"Base",NA,NA,NA,4395850
"481",2017,"2010A","Military Personnel, Army","ARMY","02","Pay And Allowances Of Enlisted","85","Incentive Pays     ","U",2011,"Base",NA,NA,NA,102851
"482",2017,"2010A","Military Personnel, Army","ARMY","02","Pay And Allowances Of Enlisted","90","Special Pays       ","U",2011,"Base",NA,NA,NA,1269047
"483",2017,"2010A","Military Personnel, Army","ARMY","02","Pay And Allowances Of Enlisted","95","Allowances         ","U",2011,"Base",NA,NA,NA,806471
"484",2017,"2010A","Military Personnel, Army","ARMY","02","Pay And Allowances Of Enlisted","100","Separation Pay     ","U",2011,"Base",NA,NA,NA,255127
"485",2017,"2010A","Military Personnel, Army","ARMY","02","Pay And Allowances Of Enlisted","105","Social Security Tax   ","U",2011,"Base",NA,NA,NA,1046710
"486",2017,"2010A","Military Personnel, Army","ARMY","03","Pay And Allowances Of Cadets/Midshipmen","110","Academy Cadets ","U",2011,"Base",NA,NA,NA,74773
"487",2017,"2010A","Military Personnel, Army","ARMY","04","Subsistence Of Enlisted Personnel","115","Basic Allowance For Subsistence ","U",2011,"Base",NA,NA,NA,1313309
"488",2017,"2010A","Military Personnel, Army","ARMY","04","Subsistence Of Enlisted Personnel","120","Subsistence-In-Kind ","U",2011,"Base",NA,NA,NA,817691
"489",2017,"2010A","Military Personnel, Army","ARMY","04","Subsistence Of Enlisted Personnel","121","Family Subsistence Supplemental Allowance ","U",2011,"Base",NA,NA,NA,748
"490",2017,"2010A","Military Personnel, Army","ARMY","05","Permanent Change Of Station Travel","125","Accession Travel ","U",2011,"Base",NA,NA,NA,202699
"491",2017,"2010A","Military Personnel, Army","ARMY","05","Permanent Change Of Station Travel","130","Training Travel ","U",2011,"Base",NA,NA,NA,142749
"492",2017,"2010A","Military Personnel, Army","ARMY","05","Permanent Change Of Station Travel","135","Operational Travel  ","U",2011,"Base",NA,NA,NA,494937
"493",2017,"2010A","Military Personnel, Army","ARMY","05","Permanent Change Of Station Travel","140","Rotational Travel  ","U",2011,"Base",NA,NA,NA,674831
"494",2017,"2010A","Military Personnel, Army","ARMY","05","Permanent Change Of Station Travel","145","Separation Travel ","U",2011,"Base",NA,NA,NA,198439
"495",2017,"2010A","Military Personnel, Army","ARMY","05","Permanent Change Of Station Travel","150","Travel Of Organized Units ","U",2011,"Base",NA,NA,NA,12137
"496",2017,"2010A","Military Personnel, Army","ARMY","05","Permanent Change Of Station Travel","155","Non-Temporary Storage ","U",2011,"Base",NA,NA,NA,12639
"497",2017,"2010A","Military Personnel, Army","ARMY","05","Permanent Change Of Station Travel","160","Temporary Lodging Expense ","U",2011,"Base",NA,NA,NA,38931
"498",2017,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","170","Apprehension Of Military Deserters ","U",2011,"Base",NA,NA,NA,2233
"499",2017,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","175","Interest On Uniformed Services Savings ","U",2011,"Base",NA,NA,NA,648
"500",2017,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","180","Death Gratuities ","U",2011,"Base",NA,NA,NA,45500
"501",2017,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","185","Unemployment Benefits ","U",2011,"Base",NA,NA,NA,188778
"502",2017,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","195","Education Benefits ","U",2011,"Base",NA,NA,NA,30879
"503",2017,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","200","Adoption Expenses ","U",2011,"Base",NA,NA,NA,610
"504",2017,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","210","Transportation Subsidy ","U",2011,"Base",NA,NA,NA,8007
"505",2017,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","212","Reserve Income Replacement Program","U",2011,"Base",NA,NA,NA,0
"506",2017,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","215","Partial Dislocation Allowance ","U",2011,"Base",NA,NA,NA,338
"507",2017,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","216","SGLI Extra Hazard Payments","U",2011,"Base",NA,NA,NA,0
"508",2017,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","217","Reserve Officers Training Corps (ROTC)","U",2011,"Base",NA,NA,NA,138731
"509",2017,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","218","Junior ROTC","U",2011,"Base",NA,NA,NA,50201
"510",2017,"2010A","Military Personnel, Army","","","Less Reimbursables","","Less Reimbursables","U",2011,"Base",NA,NA,NA,-245251
"511",2017,"1004A","MEDICARE - Retiree Health Care Contribution , A","ARMY","01","Pay And Allowances Of Officers","300","Military Personnel, Army","U",2011,"Base",NA,NA,NA,526778
"512",2017,"1004A","MEDICARE - Retiree Health Care Contribution , A","ARMY","02","Pay And Allowances Of Enlisted","300","Military Personnel, Army","U",2011,"Base",NA,NA,NA,2552147
"513",2017,"2070A","Reserve Personnel, Army","ARMY","01","Unit And Individual Training","10","Pay Group A Training  (15 Days & Drills 24/48)","U",2011,"Base",NA,NA,NA,1249133
"514",2017,"2070A","Reserve Personnel, Army","ARMY","01","Unit And Individual Training","20","Pay Group B Training  (Backfill For Act Duty)","U",2011,"Base",NA,NA,NA,44460
"515",2017,"2070A","Reserve Personnel, Army","ARMY","01","Unit And Individual Training","30","Pay Group F Training  (Recruits)","U",2011,"Base",NA,NA,NA,268215
"516",2017,"2070A","Reserve Personnel, Army","ARMY","01","Unit And Individual Training","40","Pay Group P Training  (Pipeline Recruits)","U",2011,"Base",NA,NA,NA,8830
"517",2017,"2070A","Reserve Personnel, Army","ARMY","01","Unit And Individual Training","60","Mobilization Training","U",2011,"Base",NA,NA,NA,21460
"518",2017,"2070A","Reserve Personnel, Army","ARMY","01","Unit And Individual Training","70","School Training","U",2011,"Base",NA,NA,NA,177121
"519",2017,"2070A","Reserve Personnel, Army","ARMY","01","Unit And Individual Training","80","Special Training","U",2011,"Base",NA,NA,NA,293439
"520",2017,"2070A","Reserve Personnel, Army","ARMY","01","Unit And Individual Training","90","Administration And Support","U",2011,"Base",NA,NA,NA,2129646
"521",2017,"2070A","Reserve Personnel, Army","ARMY","01","Unit And Individual Training","100","Education Benefits","U",2011,"Base",NA,NA,NA,57633
"522",2017,"2070A","Reserve Personnel, Army","ARMY","01","Unit And Individual Training","120","Health Profession Scholarship","U",2011,"Base",NA,NA,NA,66940
"523",2017,"2070A","Reserve Personnel, Army","ARMY","01","Unit And Individual Training","130","Other Programs","U",2011,"Base",NA,NA,NA,80288
"524",2017,"1005A","MEDICARE - Retiree Health Care Contribution , A RES","ARMY","01","Unit & Individual Training","300","Reserve Personnel, Army","U",2011,"Base",NA,NA,NA,715630
"525",2017,"2060A","National Guard Personnel, Army","ARMY","01","Unit And Individual Training","10","Pay Group A Training  (15 Days & Drills 24/48)","U",2011,"Base",NA,NA,NA,2010867
"526",2017,"2060A","National Guard Personnel, Army","ARMY","01","Unit And Individual Training","30","Pay Group F Training  (Recruits)","U",2011,"Base",NA,NA,NA,510859
"527",2017,"2060A","National Guard Personnel, Army","ARMY","01","Unit And Individual Training","40","Pay Group P Training  (Pipeline Recruits)","U",2011,"Base",NA,NA,NA,71222
"528",2017,"2060A","National Guard Personnel, Army","ARMY","01","Unit And Individual Training","70","School Training","U",2011,"Base",NA,NA,NA,577600
"529",2017,"2060A","National Guard Personnel, Army","ARMY","01","Unit And Individual Training","80","Special Training","U",2011,"Base",NA,NA,NA,534954
"530",2017,"2060A","National Guard Personnel, Army","ARMY","01","Unit And Individual Training","90","Administration And Support","U",2011,"Base",NA,NA,NA,3788954
"531",2017,"2060A","National Guard Personnel, Army","ARMY","01","Unit And Individual Training","100","Education Benefits","U",2011,"Base",NA,NA,NA,129840
"532",2017,"1006A","MEDICARE - Retiree Health Care Contribution , A GUARD","ARMY","01","Unit & Individual Training","300","National Guard Personnel, Army","U",2011,"Base",NA,NA,NA,1262143
"533",2017,"1453N","Military Personnel, Navy","NAVY","01","Pay And Allowances Of Officers","5","Basic Pay ","U",2011,"Base",NA,NA,NA,3680703
"534",2017,"1453N","Military Personnel, Navy","NAVY","01","Pay And Allowances Of Officers","10","Retired Pay Accrual ","U",2011,"Base",NA,NA,NA,1202462
"535",2017,"1453N","Military Personnel, Navy","NAVY","01","Pay And Allowances Of Officers","25","Basic Allowance For Housing","U",2011,"Base",NA,NA,NA,1263675
"536",2017,"1453N","Military Personnel, Navy","NAVY","01","Pay And Allowances Of Officers","30","Basic Allowance For Subsistence ","U",2011,"Base",NA,NA,NA,143344
"537",2017,"1453N","Military Personnel, Navy","NAVY","01","Pay And Allowances Of Officers","35","Incentive Pays     ","U",2011,"Base",NA,NA,NA,155148
"538",2017,"1453N","Military Personnel, Navy","NAVY","01","Pay And Allowances Of Officers","40","Special Pays       ","U",2011,"Base",NA,NA,NA,355821
"539",2017,"1453N","Military Personnel, Navy","NAVY","01","Pay And Allowances Of Officers","45","Allowances          ","U",2011,"Base",NA,NA,NA,104291
"540",2017,"1453N","Military Personnel, Navy","NAVY","01","Pay And Allowances Of Officers","50","Separation Pay      ","U",2011,"Base",NA,NA,NA,25353
"541",2017,"1453N","Military Personnel, Navy","NAVY","01","Pay And Allowances Of Officers","55","Social Security Tax  ","U",2011,"Base",NA,NA,NA,278666
"542",2017,"1453N","Military Personnel, Navy","NAVY","02","Pay And Allowances Of Enlisted","60","Basic Pay ","U",2011,"Base",NA,NA,NA,8257803
"543",2017,"1453N","Military Personnel, Navy","NAVY","02","Pay And Allowances Of Enlisted","65","Retired Pay Accrual ","U",2011,"Base",NA,NA,NA,2700204
"544",2017,"1453N","Military Personnel, Navy","NAVY","02","Pay And Allowances Of Enlisted","80","Basic Allowance For Housing ","U",2011,"Base",NA,NA,NA,3682915
"545",2017,"1453N","Military Personnel, Navy","NAVY","02","Pay And Allowances Of Enlisted","85","Incentive Pays     ","U",2011,"Base",NA,NA,NA,100499
"546",2017,"1453N","Military Personnel, Navy","NAVY","02","Pay And Allowances Of Enlisted","90","Special Pays       ","U",2011,"Base",NA,NA,NA,839787
"547",2017,"1453N","Military Personnel, Navy","NAVY","02","Pay And Allowances Of Enlisted","95","Allowances         ","U",2011,"Base",NA,NA,NA,498621
"548",2017,"1453N","Military Personnel, Navy","NAVY","02","Pay And Allowances Of Enlisted","100","Separation Pay     ","U",2011,"Base",NA,NA,NA,127343
"549",2017,"1453N","Military Personnel, Navy","NAVY","02","Pay And Allowances Of Enlisted","105","Social Security Tax   ","U",2011,"Base",NA,NA,NA,631722
"550",2017,"1453N","Military Personnel, Navy","NAVY","03","Pay And Allowances Of Cadets/Midshipmen","110","Midshipmen ","U",2011,"Base",NA,NA,NA,74950
"551",2017,"1453N","Military Personnel, Navy","NAVY","04","Subsistence Of Enlisted Personnel","115","Basic Allowance For Subsistence ","U",2011,"Base",NA,NA,NA,685085
"552",2017,"1453N","Military Personnel, Navy","NAVY","04","Subsistence Of Enlisted Personnel","120","Subsistence-In-Kind ","U",2011,"Base",NA,NA,NA,419333
"553",2017,"1453N","Military Personnel, Navy","NAVY","04","Subsistence Of Enlisted Personnel","121","Family Subsistence Supplemental Allowance ","U",2011,"Base",NA,NA,NA,12
"554",2017,"1453N","Military Personnel, Navy","NAVY","05","Permanent Change Of Station Travel","125","Accession Travel ","U",2011,"Base",NA,NA,NA,76220
"555",2017,"1453N","Military Personnel, Navy","NAVY","05","Permanent Change Of Station Travel","130","Training Travel ","U",2011,"Base",NA,NA,NA,71814
"556",2017,"1453N","Military Personnel, Navy","NAVY","05","Permanent Change Of Station Travel","135","Operational Travel  ","U",2011,"Base",NA,NA,NA,219685
"557",2017,"1453N","Military Personnel, Navy","NAVY","05","Permanent Change Of Station Travel","140","Rotational Travel  ","U",2011,"Base",NA,NA,NA,354275
"558",2017,"1453N","Military Personnel, Navy","NAVY","05","Permanent Change Of Station Travel","145","Separation Travel ","U",2011,"Base",NA,NA,NA,103806
"559",2017,"1453N","Military Personnel, Navy","NAVY","05","Permanent Change Of Station Travel","150","Travel Of Organized Units ","U",2011,"Base",NA,NA,NA,39368
"560",2017,"1453N","Military Personnel, Navy","NAVY","05","Permanent Change Of Station Travel","155","Non-Temporary Storage ","U",2011,"Base",NA,NA,NA,5760
"561",2017,"1453N","Military Personnel, Navy","NAVY","05","Permanent Change Of Station Travel","160","Temporary Lodging Expense ","U",2011,"Base",NA,NA,NA,6386
"562",2017,"1453N","Military Personnel, Navy","NAVY","05","Permanent Change Of Station Travel","165","Other ","U",2011,"Base",NA,NA,NA,6406
"563",2017,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","170","Apprehension Of Military Deserters ","U",2011,"Base",NA,NA,NA,261
"564",2017,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","175","Interest On Uniformed Services Savings ","U",2011,"Base",NA,NA,NA,1427
"565",2017,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","180","Death Gratuities ","U",2011,"Base",NA,NA,NA,17700
"566",2017,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","185","Unemployment Benefits ","U",2011,"Base",NA,NA,NA,88350
"567",2017,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","195","Education Benefits ","U",2011,"Base",NA,NA,NA,21515
"568",2017,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","200","Adoption Expenses ","U",2011,"Base",NA,NA,NA,271
"569",2017,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","210","Transportation Subsidy ","U",2011,"Base",NA,NA,NA,8030
"570",2017,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","215","Partial Dislocation Allowance ","U",2011,"Base",NA,NA,NA,190
"571",2017,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","216","SGLI Extra Hazard Payments","U",2011,"Base",NA,NA,NA,0
